AirportCode,FlightNum,ScheduledDeparture,ActualDeparture,Destination,Distance miles,ScheduledArrival,ActualArrival,RunwayNum,WeatherConditions
LHR,U2100,09:16,09:17,LIS,975,12:01,12:04,2,18°C clear
LHR,KL922,09:23,09:23,MAD,772,11:48,11:48,2,18°C clear
LHR,BA975,09:35,09:35,LIS,975,12:20,12:22,2,18°C clear
LHR,BA500,09:38,09:38,FCO,898,12:13,12:13,2,18°C clear
LHR,U2469,09:41,09:41,CDG,216,11:01,11:01,1,18°C clear
LHR,LH159,09:44,10:11,IST,1550,13:39,14:26,2,18°C clear
LHR,LH779,09:45,09:45,FRA,407,11:20,11:20,1,18°C clear
LHR,BA877,09:46,09:46,AMS,230,11:06,11:06,1,18°C clear
LHR,U2163,09:48,09:48,IST,1550,13:43,13:43,2,18°C clear
LHR,FR358,09:51,09:51,AMS,230,11:11,11:14,2,18°C clear
LHR,BA202,09:52,10:27,FRA,407,11:27,12:14,2,18°C clear
LHR,U2868,09:56,09:56,BCN,713,12:06,12:06,1,18°C clear
LHR,TP308,09:57,09:57,FCO,898,12:32,12:32,1,18°C clear
LHR,BA607,10:02,10:02,FRA,407,11:37,11:37,2,15°C heavy rain
LHR,TP648,10:03,10:03,MAD,772,12:28,12:47,1,15°C heavy rain
LHR,SN487,10:03,10:03,LIS,975,12:48,12:50,2,15°C heavy rain
LHR,FR589,10:05,10:05,AMS,230,11:25,11:25,2,15°C heavy rain
LHR,FR833,10:08,10:18,IST,1550,14:03,14:15,2,15°C heavy rain
LHR,AF903,10:12,10:12,MUC,586,12:07,12:21,2,15°C heavy rain
LHR,U2472,10:14,12:54,FRA,407,11:49,14:29,2,15°C heavy rain
LHR,LH310,10:14,10:14,AMS,230,11:34,11:34,2,15°C heavy rain
LHR,BA114,10:14,14:51,BCN,713,12:24,17:01,1,15°C heavy rain
LHR,FR391,10:15,10:49,CDG,216,11:35,12:29,1,15°C heavy rain
LHR,BA442,10:17,10:17,MAD,772,12:42,13:02,2,15°C heavy rain
LHR,U2649,10:22,10:22,FCO,898,12:57,13:16,1,15°C heavy rain
LHR,QR140,10:23,10:23,MAD,772,12:48,12:58,2,15°C heavy rain
LHR,LH250,10:23,12:57,MAD,772,12:48,15:40,1,15°C heavy rain
LHR,A3997,10:23,10:23,MAD,772,12:48,12:48,2,15°C heavy rain
LHR,BA680,10:24,10:35,AMS,230,11:44,11:55,2,15°C heavy rain
LHR,FR294,10:31,10:56,BCN,713,12:41,13:06,1,15°C heavy rain
LHR,A3764,10:32,10:32,FCO,898,13:07,13:20,2,15°C heavy rain
LHR,LH635,10:37,10:37,FRA,407,12:12,12:21,2,15°C heavy rain
LHR,BA103,10:38,10:38,AMS,230,11:58,11:58,2,15°C heavy rain
LHR,BA993,10:38,10:38,IST,1550,14:33,14:52,1,15°C heavy rain
LHR,BA641,10:39,10:39,CDG,216,11:59,11:59,2,15°C heavy rain
LHR,AF478,10:39,10:39,BCN,713,12:49,12:46,2,15°C heavy rain
LHR,A3318,10:40,11:17,IST,1550,14:35,15:04,2,15°C heavy rain
LHR,BA716,10:43,10:43,IST,1550,14:38,14:31,1,15°C heavy rain
LHR,FR393,10:50,10:50,MUC,586,12:45,12:45,2,15°C heavy rain
LHR,SN122,10:54,10:54,MAD,772,13:19,13:19,1,15°C heavy rain
LHR,A3726,10:56,10:56,BCN,713,13:06,13:06,1,15°C heavy rain
LHR,TP573,10:58,10:58,IST,1550,14:53,14:53,1,15°C heavy rain
LHR,BA104,10:59,10:59,BCN,713,13:09,13:09,2,15°C heavy rain
LHR,FR882,11:00,11:04,CDG,216,12:20,12:24,1,24°C sun
LHR,KL236,11:01,11:01,MAD,772,13:26,13:26,1,24°C sun
LHR,FR932,11:03,11:03,IST,1550,14:58,14:58,1,24°C sun
LHR,FR613,11:04,11:38,BCN,713,13:14,13:48,2,24°C sun
LHR,BA517,11:04,11:04,IST,1550,14:59,15:02,2,24°C sun
LHR,TP525,11:08,11:08,BCN,713,13:18,13:18,2,24°C sun
LHR,LH955,11:09,11:09,LIS,975,13:54,13:54,1,24°C sun
LHR,IB306,11:11,11:32,AMS,230,12:31,12:52,2,24°C sun
LHR,AF245,11:12,11:12,LIS,975,13:57,13:57,1,24°C sun
LHR,BA376,11:13,11:13,FRA,407,12:48,12:50,2,24°C sun
LHR,BA809,11:15,11:15,AMS,230,12:35,12:35,1,24°C sun
LHR,W6266,11:16,11:16,FCO,898,13:51,13:51,1,24°C sun
LHR,LH795,11:23,11:23,CDG,216,12:43,12:43,1,24°C sun
LHR,BA127,11:24,11:24,IST,1550,15:19,15:19,1,24°C sun
LHR,AF101,11:25,11:25,AMS,230,12:45,12:45,2,24°C sun
LHR,BA443,11:28,11:28,FRA,407,13:03,13:03,1,24°C sun
LHR,AF102,11:32,12:01,FCO,898,14:07,14:36,1,24°C sun
LHR,BA101,11:33,11:33,CDG,216,12:53,12:53,2,24°C sun
LHR,U2347,11:34,11:34,FRA,407,13:09,13:09,1,24°C sun
LHR,AF519,11:35,15:09,MAD,772,14:00,17:34,2,24°C sun
LHR,BA253,11:36,11:36,CDG,216,12:56,12:49,1,24°C sun
LHR,BA298,11:37,11:37,AMS,230,12:57,12:57,1,24°C sun
LHR,FR514,11:37,11:39,MAD,772,14:02,14:04,1,24°C sun
LHR,AF190,11:39,11:39,IST,1550,15:34,15:34,1,24°C sun
LHR,FR369,11:41,11:46,LIS,975,14:26,14:31,1,24°C sun
LHR,AY185,11:44,11:44,MUC,586,13:39,13:39,2,24°C sun
LHR,LH990,11:51,11:58,MAD,772,14:16,14:34,1,24°C sun
LHR,IB569,11:54,11:54,MAD,772,14:19,14:19,1,24°C sun
LHR,AY291,11:55,11:55,MUC,586,13:50,13:50,1,24°C sun
LHR,BA614,11:56,12:28,FCO,898,14:31,15:03,1,24°C sun
LHR,IB967,11:57,11:57,IST,1550,15:52,15:52,2,24°C sun
LHR,QR356,11:59,11:59,AMS,230,13:19,13:19,1,24°C sun
